nose,left_shoulder,left_elbow,left_wrist,left_pinky,left_index,left_hip,left_knee,left_heel,left_foot_index,right_shoulder,right_elbow,right_wrist,right_pinky,right_index,right_hip,right_knee,right_heel,right_foot_index
"{'x': 0.665968954563141, 'y': 0.195186257362366, 'z': -0.351716101169586}","{'x': 0.753634989261627, 'y': 0.368398010730743, 'z': -0.076522797346115}","{'x': 0.776617527008057, 'y': 0.557615220546722, 'z': -0.035355698317289}","{'x': 0.785660922527313, 'y': 0.719244241714478, 'z': -0.151024237275124}","{'x': 0.796843528747559, 'y': 0.761499524116516, 'z': -0.186686739325523}","{'x': 0.783740878105164, 'y': 0.75935161113739, 'z': -0.240397080779076}","{'x': 0.702007412910461, 'y': 0.690192461013794, 'z': -0.002761317882687}","{'x': 0.6932253241539, 'y': 0.93978226184845, 'z': 0.079771406948566}","{'x': 0.69899308681488, 'y': 1.180336475372314, 'z': 0.309556365013123}","{'x': 0.681215763092041, 'y': 1.240466237068176, 'z': 0.155211329460144}","{'x': 0.587948441505432, 'y': 0.320924609899521, 'z': -0.054360061883926}","{'x': 0.503568589687347, 'y': 0.20019119977951, 'z': -0.244151026010513}","{'x': 0.496996462345123, 'y': 0.064228177070618, 'z': -0.438345670700073}","{'x': 0.4924176633358, 'y': 0.028455793857574, 'z': -0.516312301158905}","{'x': 0.499756723642349, 'y': 0.026240170001984, 'z': -0.497542560100555}","{'x': 0.603141307830811, 'y': 0.678910374641418, 'z': 0.003032035194337}","{'x': 0.593194663524628, 'y': 0.932811319828033, 'z': 0.025555726140738}","{'x': 0.591558277606964, 'y': 1.17380690574646, 'z': 0.225670054554939}","{'x': 0.594002485275269, 'y': 1.237711429595947, 'z': 0.070422627031803}"
"{'x': 0.497826784849167, 'y': 0.245685547590256, 'z': -0.375091284513474}","{'x': 0.56412011384964, 'y': 0.392920643091202, 'z': -0.14462810754776}","{'x': 0.59697425365448, 'y': 0.560199856758118, 'z': -0.110657311975956}","{'x': 0.578924417495728, 'y': 0.703244805335999, 'z': -0.196559682488441}","{'x': 0.575890123844147, 'y': 0.752340853214264, 'z': -0.230463191866875}","{'x': 0.565993905067444, 'y': 0.743252754211426, 'z': -0.270689994096756}","{'x': 0.525667071342468, 'y': 0.685637533664703, 'z': -0.024771766737103}","{'x': 0.52392190694809, 'y': 0.924538373947144, 'z': -0.004755069036037}","{'x': 0.520478129386902, 'y': 1.131133079528809, 'z': 0.24997116625309}","{'x': 0.504843354225159, 'y': 1.19091260433197, 'z': 0.09949067980051}","{'x': 0.417470395565033, 'y': 0.355646401643753, 'z': -0.075879298150539}","{'x': 0.328188538551331, 'y': 0.249320298433304, 'z': -0.138977512717247}","{'x': 0.29968798160553, 'y': 0.067528963088989, 'z': -0.205842778086662}","{'x': 0.292697995901108, 'y': 0.039228022098541, 'z': -0.255621761083603}","{'x': 0.298766821622849, 'y': 0.033629477024078, 'z': -0.25239285826683}","{'x': 0.438166677951813, 'y': 0.688459932804108, 'z': 0.024822218343616}","{'x': 0.437656581401825, 'y': 0.927426815032959, 'z': -0.004553262609988}","{'x': 0.476684838533401, 'y': 1.126829147338867, 'z': 0.252527385950089}","{'x': 0.469565451145172, 'y': 1.191911458969116, 'z': 0.117115125060081}"
"{'x': 0.451678663492203, 'y': 0.20371812582016, 'z': -0.39697802066803}","{'x': 0.535868763923645, 'y': 0.371309995651245, 'z': -0.142273589968681}","{'x': 0.568089425563812, 'y': 0.50400698184967, 'z': -0.090530730783939}","{'x': 0.510069131851196, 'y': 0.516922473907471, 'z': -0.0921501070261}","{'x': 0.498492538928986, 'y': 0.536852777004242, 'z': -0.114127323031425}","{'x': 0.494841337203979, 'y': 0.524137377738953, 'z': -0.142813384532928}","{'x': 0.454755157232285, 'y': 0.695980548858643, 'z': -0.029033066704869}","{'x': 0.417698115110397, 'y': 0.937499284744263, 'z': 0.0056919073686}","{'x': 0.392962545156479, 'y': 1.158916831016541, 'z': 0.264343559741974}","{'x': 0.363881766796112, 'y': 1.222953915596008, 'z': 0.101326555013657}","{'x': 0.365286290645599, 'y': 0.316512882709503, 'z': -0.071946486830711}","{'x': 0.275709927082062, 'y': 0.212914049625397, 'z': -0.159315571188927}","{'x': 0.246750697493553, 'y': 0.053258657455444, 'z': -0.245527982711792}","{'x': 0.238063409924507, 'y': 0.007479786872864, 'z': -0.291950047016144}","{'x': 0.243826508522034, 'y': 0.003678739070892, 'z': -0.289019733667374}","{'x': 0.368900090456009, 'y': 0.673113107681274, 'z': 0.029534300789237}","{'x': 0.335573077201843, 'y': 0.92375385761261, 'z': 0.012588706798851}","{'x': 0.341141790151596, 'y': 1.15647828578949, 'z': 0.261104822158813}","{'x': 0.325072318315506, 'y': 1.225871920585632, 'z': 0.111274145543575}"
"{'x': 0.406187862157822, 'y': 0.182304859161377, 'z': -0.296978116035461}","{'x': 0.483581393957138, 'y': 0.359017878770828, 'z': -0.015301525592804}","{'x': 0.469380378723145, 'y': 0.535897314548492, 'z': 0.013261943124235}","{'x': 0.4607794880867, 'y': 0.696207165718079, 'z': -0.137760296463966}","{'x': 0.46303915977478, 'y': 0.756263375282288, 'z': -0.171809211373329}","{'x': 0.458134651184082, 'y': 0.748546242713928, 'z': -0.22187677025795}","{'x': 0.435231626033783, 'y': 0.704033195972443, 'z': 0.027958111837506}","{'x': 0.443311870098114, 'y': 0.95595920085907, 'z': -0.010002336464822}","{'x': 0.427776247262955, 'y': 1.180599331855774, 'z': 0.301299422979355}","{'x': 0.431273013353348, 'y': 1.239994287490845, 'z': 0.170915156602859}","{'x': 0.314505189657211, 'y': 0.315536856651306, 'z': -0.056922048330307}","{'x': 0.246880918741226, 'y': 0.345300793647766, 'z': -0.266728967428207}","{'x': 0.245546534657478, 'y': 0.279963910579681, 'z': -0.527199506759644}","{'x': 0.240875124931335, 'y': 0.268484622240067, 'z': -0.596638441085815}","{'x': 0.24237959086895, 'y': 0.258682519197464, 'z': -0.595744371414185}","{'x': 0.319862544536591, 'y': 0.685949862003326, 'z': -0.02741794846952}","{'x': 0.300629824399948, 'y': 0.943353176116943, 'z': -0.064521588385105}","{'x': 0.324832677841187, 'y': 1.205941796302795, 'z': 0.122859232127666}","{'x': 0.342436105012894, 'y': 1.264498472213745, 'z': -0.048651959747076}"
"{'x': 0.5268235206604, 'y': 0.266406834125519, 'z': -0.356517136096954}","{'x': 0.607094526290894, 'y': 0.385278075933456, 'z': -0.098062217235565}","{'x': 0.621004462242126, 'y': 0.549705147743225, 'z': -0.012457767501473}","{'x': 0.614433944225311, 'y': 0.688936054706573, 'z': -0.086862720549107}","{'x': 0.61654007434845, 'y': 0.739595651626587, 'z': -0.120861180126667}","{'x': 0.607613027095795, 'y': 0.736039459705353, 'z': -0.166659101843834}","{'x': 0.57348757982254, 'y': 0.695514917373657, 'z': 0.004074815195054}","{'x': 0.568050146102905, 'y': 0.915207624435425, 'z': 0.108261749148369}","{'x': 0.556940674781799, 'y': 1.128470063209534, 'z': 0.277587413787842}","{'x': 0.557412683963776, 'y': 1.189670085906982, 'z': 0.156926214694977}","{'x': 0.471836417913437, 'y': 0.387078553438187, 'z': -0.099595479667187}","{'x': 0.456515580415726, 'y': 0.513364553451538, 'z': -0.019382452592254}","{'x': 0.455128282308578, 'y': 0.61669933795929, 'z': -0.061830528080463}","{'x': 0.450374990701675, 'y': 0.652978718280792, 'z': -0.096528954803944}","{'x': 0.454472959041595, 'y': 0.648428022861481, 'z': -0.137993738055229}","{'x': 0.486078768968582, 'y': 0.69291490316391, 'z': -0.00366233382374}","{'x': 0.475355803966522, 'y': 0.905555009841919, 'z': 0.051497660577297}","{'x': 0.481118947267532, 'y': 1.128642082214355, 'z': 0.186391532421112}","{'x': 0.478661566972733, 'y': 1.190041422843933, 'z': 0.066796965897083}"
"{'x': 0.573284268379211, 'y': 0.284797251224518, 'z': -0.242210909724236}","{'x': 0.649274230003357, 'y': 0.405186980962753, 'z': -0.068936951458454}","{'x': 0.661354660987854, 'y': 0.55600380897522, 'z': -0.029555140063167}","{'x': 0.635685086250305, 'y': 0.686493694782257, 'z': -0.097064673900604}","{'x': 0.63352632522583, 'y': 0.735239923000336, 'z': -0.125252485275269}","{'x': 0.621051847934723, 'y': 0.726720869541168, 'z': -0.157226741313934}","{'x': 0.600969254970551, 'y': 0.70439487695694, 'z': -0.029224580153823}","{'x': 0.596192181110382, 'y': 0.920312643051147, 'z': 0.005882479716092}","{'x': 0.598608672618866, 'y': 1.098077535629272, 'z': 0.231392562389374}","{'x': 0.587039828300476, 'y': 1.167680144309998, 'z': 0.097845993936062}","{'x': 0.511562526226044, 'y': 0.390707492828369, 'z': -0.006832841783762}","{'x': 0.488825857639313, 'y': 0.435757398605347, 'z': 0.00829407107085}","{'x': 0.490985691547394, 'y': 0.421264380216599, 'z': -0.073865316808224}","{'x': 0.49083736538887, 'y': 0.426719456911087, 'z': -0.110828019678593}","{'x': 0.493018865585327, 'y': 0.413508296012878, 'z': -0.12801718711853}","{'x': 0.518114745616913, 'y': 0.69001966714859, 'z': 0.028969146311283}","{'x': 0.507645726203918, 'y': 0.896407008171082, 'z': 0.027887310832739}","{'x': 0.523306429386139, 'y': 1.081743240356445, 'z': 0.267333537340164}","{'x': 0.497219294309616, 'y': 1.146010637283325, 'z': 0.158308565616608}"
"{'x': 0.61988377571106, 'y': 0.250678241252899, 'z': -0.401673793792725}","{'x': 0.718079328536987, 'y': 0.382727891206741, 'z': -0.210459470748901}","{'x': 0.738044679164886, 'y': 0.559993922710419, 'z': -0.135128453373909}","{'x': 0.70501708984375, 'y': 0.728580713272095, 'z': -0.183241337537766}","{'x': 0.695952594280243, 'y': 0.776378333568573, 'z': -0.217195272445679}","{'x': 0.680816292762756, 'y': 0.762453258037567, 'z': -0.257197707891464}","{'x': 0.659980893135071, 'y': 0.722187519073486, 'z': -0.032493375241756}","{'x': 0.646023631095886, 'y': 0.955771923065186, 'z': 0.040861580520868}","{'x': 0.639041244983673, 'y': 1.163257837295532, 'z': 0.307922422885895}","{'x': 0.629779398441315, 'y': 1.237585783004761, 'z': 0.189564734697342}","{'x': 0.559234142303467, 'y': 0.380930095911026, 'z': -0.121175721287727}","{'x': 0.546904742717743, 'y': 0.560157358646393, 'z': -0.013858227059245}","{'x': 0.525594234466553, 'y': 0.711093008518219, 'z': -0.062168709933758}","{'x': 0.512909173965454, 'y': 0.775051414966583, 'z': -0.091070808470249}","{'x': 0.526054918766022, 'y': 0.769744515419006, 'z': -0.14282651245594}","{'x': 0.564774930477142, 'y': 0.714745759963989, 'z': 0.032235629856586}","{'x': 0.555721998214722, 'y': 0.941261887550354, 'z': 0.078080326318741}","{'x': 0.558966279029846, 'y': 1.142800092697144, 'z': 0.321668952703476}","{'x': 0.542464137077332, 'y': 1.211467266082764, 'z': 0.21760767698288}"
"{'x': 0.459426730871201, 'y': 0.259529203176498, 'z': -0.237534359097481}","{'x': 0.540714502334595, 'y': 0.396211713552475, 'z': -0.061170499771833}","{'x': 0.568872451782227, 'y': 0.544890463352203, 'z': -0.07139328867197}","{'x': 0.572248220443726, 'y': 0.688809931278229, 'z': -0.153009355068207}","{'x': 0.569280683994293, 'y': 0.74218624830246, 'z': -0.179522126913071}","{'x': 0.559849083423615, 'y': 0.740513563156128, 'z': -0.223405301570892}","{'x': 0.498222529888153, 'y': 0.686614990234375, 'z': -0.024808960035443}","{'x': 0.469573974609375, 'y': 0.949498176574707, 'z': -0.096326917409897}","{'x': 0.456334114074707, 'y': 1.11549711227417, 'z': 0.210772261023521}","{'x': 0.439598262310028, 'y': 1.214182734489441, 'z': 0.095495797693729}","{'x': 0.384800016880035, 'y': 0.334806382656097, 'z': 0.03301627933979}","{'x': 0.327065080404282, 'y': 0.187517404556274, 'z': -0.145778611302376}","{'x': 0.31135168671608, 'y': 0.041189789772034, 'z': -0.295380383729935}","{'x': 0.301544845104218, 'y': -0.004391193389893, 'z': -0.363033622503281}","{'x': 0.30708521604538, 'y': -0.007758677005768, 'z': -0.332614600658417}","{'x': 0.398391276597977, 'y': 0.682668924331665, 'z': 0.024829737842083}","{'x': 0.398437321186066, 'y': 0.957264006137848, 'z': -0.037088770419359}","{'x': 0.400103271007538, 'y': 1.200085401535034, 'z': 0.122507221996784}","{'x': 0.374561339616776, 'y': 1.273792743682861, 'z': -0.025328410789371}"
"{'x': 0.464324772357941, 'y': 0.259813457727432, 'z': -0.308926492929459}","{'x': 0.534326732158661, 'y': 0.393171429634094, 'z': -0.102317087352276}","{'x': 0.558945417404175, 'y': 0.540221333503723, 'z': -0.097813554108143}","{'x': 0.567197382450104, 'y': 0.693530917167664, 'z': -0.177612975239754}","{'x': 0.57159423828125, 'y': 0.74153345823288, 'z': -0.204950213432312}","{'x': 0.558568716049194, 'y': 0.737027585506439, 'z': -0.250459581613541}","{'x': 0.499306619167328, 'y': 0.69063001871109, 'z': -0.026250850409269}","{'x': 0.464038074016571, 'y': 0.953856706619263, 'z': -0.073834218084812}","{'x': 0.45806959271431, 'y': 1.09175443649292, 'z': 0.203844085335732}","{'x': 0.42186450958252, 'y': 1.165976643562317, 'z': 0.069251678884029}","{'x': 0.39097872376442, 'y': 0.338514149188995, 'z': -0.038240518420935}","{'x': 0.345950454473495, 'y': 0.178638279438019, 'z': -0.190096452832222}","{'x': 0.340905249118805, 'y': 0.016797542572021, 'z': -0.288542091846466}","{'x': 0.336254686117172, 'y': -0.025998532772064, 'z': -0.353961825370789}","{'x': 0.343677818775177, 'y': -0.030352830886841, 'z': -0.32646656036377}","{'x': 0.405247181653976, 'y': 0.698741614818573, 'z': 0.026566887274384}","{'x': 0.414170563220978, 'y': 0.955419957637787, 'z': -0.051988139748573}","{'x': 0.443278610706329, 'y': 1.160750269889832, 'z': 0.129259273409843}","{'x': 0.415006428956985, 'y': 1.218658208847046, 'z': -0.02251766063273}"
"{'x': 0.523057699203491, 'y': 0.247139006853104, 'z': -0.30391326546669}","{'x': 0.584409415721893, 'y': 0.398981422185898, 'z': -0.062602683901787}","{'x': 0.606557011604309, 'y': 0.542024970054626, 'z': -0.055149983614683}","{'x': 0.61981725692749, 'y': 0.699378907680511, 'z': -0.134697750210762}","{'x': 0.627754211425781, 'y': 0.744398772716522, 'z': -0.154780820012093}","{'x': 0.613472819328308, 'y': 0.742519617080688, 'z': -0.198163375258446}","{'x': 0.557128310203552, 'y': 0.685538113117218, 'z': 0.007678242400289}","{'x': 0.566635131835938, 'y': 0.94490659236908, 'z': -0.091707438230515}","{'x': 0.543212175369263, 'y': 1.046587467193604, 'z': 0.300932198762894}","{'x': 0.539623916149139, 'y': 1.121746897697449, 'z': 0.245076164603233}","{'x': 0.44637143611908, 'y': 0.338951855897903, 'z': -0.096179060637951}","{'x': 0.390055894851685, 'y': 0.182887136936188, 'z': -0.225463792681694}","{'x': 0.363535225391388, 'y': 0.021330893039703, 'z': -0.277711153030396}","{'x': 0.354325771331787, 'y': -0.028763651847839, 'z': -0.334822356700897}","{'x': 0.359779864549637, 'y': -0.033718109130859, 'z': -0.307521939277649}","{'x': 0.473058342933655, 'y': 0.706380784511566, 'z': -0.007384057156742}","{'x': 0.517894804477692, 'y': 0.953031063079834, 'z': -0.185611456632614}","{'x': 0.492685347795486, 'y': 0.985281944274902, 'z': 0.310189217329025}","{'x': 0.507607877254486, 'y': 1.06788182258606, 'z': 0.305952966213226}"
"{'x': 0.606503546237946, 'y': 0.205744385719299, 'z': -0.240956410765648}","{'x': 0.720226883888245, 'y': 0.351899534463882, 'z': -0.06568606197834}","{'x': 0.760754108428955, 'y': 0.526923060417175, 'z': -0.036910336464643}","{'x': 0.783657193183899, 'y': 0.690900444984436, 'z': -0.058160655200481}","{'x': 0.794391989707947, 'y': 0.743710815906525, 'z': -0.054541293531656}","{'x': 0.785033881664276, 'y': 0.743150949478149, 'z': -0.103205598890781}","{'x': 0.675010144710541, 'y': 0.689706981182098, 'z': -0.05192531645298}","{'x': 0.655899524688721, 'y': 0.970475971698761, 'z': -0.149074748158455}","{'x': 0.661905169487, 'y': 1.089123249053955, 'z': 0.403075188398361}","{'x': 0.627856016159058, 'y': 1.204829692840576, 'z': 0.319937348365784}","{'x': 0.551087856292725, 'y': 0.317082971334457, 'z': 0.07360565662384}","{'x': 0.46596372127533, 'y': 0.208709478378296, 'z': -0.188350215554237}","{'x': 0.442676097154617, 'y': 0.042707622051239, 'z': -0.432890146970749}","{'x': 0.435607969760895, 'y': 0.002637326717377, 'z': -0.490226596593857}","{'x': 0.442692279815674, 'y': -0.004516780376434, 'z': -0.445217490196228}","{'x': 0.568818211555481, 'y': 0.688238859176636, 'z': 0.051459457725286}","{'x': 0.547634184360504, 'y': 0.957578182220459, 'z': -0.039956334978342}","{'x': 0.582615554332733, 'y': 1.095254063606262, 'z': 0.46184504032135}","{'x': 0.548290550708771, 'y': 1.19718337059021, 'z': 0.395334780216217}"
"{'x': 0.605523467063904, 'y': 0.53478991985321, 'z': -0.952005684375763}","{'x': 0.780991673469543, 'y': 0.737154603004456, 'z': -0.43359786272049}","{'x': 0.857266426086426, 'y': 1.057711005210876, 'z': -0.382487237453461}","{'x': 0.866014182567596, 'y': 1.34293007850647, 'z': -0.462803930044174}","{'x': 0.88360071182251, 'y': 1.435997247695923, 'z': -0.525147676467896}","{'x': 0.86326789855957, 'y': 1.439465403556824, 'z': -0.604902744293213}","{'x': 0.709097921848297, 'y': 1.326750516891479, 'z': -0.019868554547429}","{'x': 0.676789164543152, 'y': 1.830220341682434, 'z': -0.236878111958504}","{'x': 0.667174339294434, 'y': 2.405282735824585, 'z': 0.27338570356369}","{'x': 0.623981177806854, 'y': 2.461552619934082, 'z': -0.067819871008396}","{'x': 0.498816728591919, 'y': 0.694434762001038, 'z': -0.278721421957016}","{'x': 0.334680497646332, 'y': 0.491240382194519, 'z': -0.799797117710114}","{'x': 0.380487531423569, 'y': 0.138117671012878, 'z': -1.261477708816528}","{'x': 0.390569806098938, 'y': 0.060043454170227, 'z': -1.412001371383667}","{'x': 0.407296240329742, 'y': 0.044190883636475, 'z': -1.36594557762146}","{'x': 0.496668010950089, 'y': 1.325749278068542, 'z': 0.02767907269299}","{'x': 0.472238063812256, 'y': 1.828868269920349, 'z': -0.259905964136124}","{'x': 0.459027379751205, 'y': 2.372273445129395, 'z': 0.117034919559956}","{'x': 0.484264343976974, 'y': 2.433502674102783, 'z': -0.25414901971817}"
